MONTANT,FREQUENCE_RECH,REVENUE,FREQUENCE,DATA_VOLUME,ON_NET,REGULARITY,CHURN
6700.0,18.0,6500.0,15.0,14311.0,0.0,32,1
600.0,3.0,601.0,3.0,15.0,52.0,25,1
700.0,2.0,898.0,4.0,1269.0,3.0,11,1
2000.0,3.0,2000.0,5.0,1165.0,0.0,16,1
2000.0,4.0,2000.0,4.0,3237.0,35.0,8,1
14500.0,11.0,14489.0,13.0,1766.0,12.0,25,1
20050.0,40.0,20452.0,41.0,5584.0,703.0,61,1
2700.0,6.0,2696.0,7.0,3822.0,1.0,21,1
10650.0,21.0,10153.0,21.0,800.0,770.0,36,1
700.0,5.0,796.0,7.0,1881.0,1.0,16,1
3200.0,17.0,3351.0,20.0,5273.0,419.0,59,1
6000.0,44.0,6097.0,50.0,5018.0,1.0,58,1
500.0,1.0,999.0,4.0,667.0,0.0,21,1
6200.0,10.0,6167.0,14.0,10071.0,3.0,21,1
650.0,2.0,642.0,2.0,1024.0,0.0,9,1
500.0,1.0,500.0,2.0,852.0,2.0,9,1
2000.0,6.0,2300.0,9.0,1005.0,12.0,1,1
8000.0,8.0,9007.0,10.0,17887.0,0.0,42,1
2000.0,3.0,2030.0,8.0,4748.0,0.0,8,1
1500.0,2.0,1149.0,2.0,2.0,8.0,7,1
5200.0,8.0,5181.0,9.0,4561.0,20.0,2,1
600.0,2.0,1051.0,3.0,0.0,45.0,24,1
2000.0,4.0,2010.0,6.0,413.0,0.0,3,1
4350.0,15.0,4222.0,19.0,13.0,592.0,8,1
500.0,1.0,500.0,1.0,75.0,8.0,5,1
2000.0,4.0,1980.0,4.0,3072.0,2.0,14,1
13000.0,25.0,13993.0,28.0,2.0,732.0,46,1
19700.0,39.0,19637.0,39.0,1440.0,346.0,61,1
300.0,2.0,284.0,2.0,235.0,8.0,12,1
1000.0,1.0,990.0,1.0,3073.0,9.0,1,1
5500.0,15.0,5836.0,16.0,4101.0,2.0,9,1
1850.0,7.0,1753.0,8.0,290.0,2.0,27,1
200.0,1.0,181.0,2.0,0.0,7.0,12,1
2150.0,15.0,2069.0,14.0,1753.0,0.0,36,1
800.0,5.0,799.0,5.0,594.0,1.0,15,1
8000.0,1.0,7996.0,9.0,1800.0,0.0,9,1
3500.0,4.0,3487.0,6.0,2899.0,73.0,27,1
2900.0,6.0,2696.0,6.0,59.0,1.0,9,1
1000.0,1.0,1064.0,8.0,0.0,0.0,7,1
3200.0,8.0,3200.0,8.0,242.0,225.0,21,1
2700.0,5.0,2702.0,9.0,0.0,25.0,8,1
2500.0,4.0,2494.0,8.0,965.0,1.0,25,1
1250.0,5.0,1250.0,5.0,168.0,86.0,15,1
16600.0,45.0,17117.0,65.0,48992.0,79.0,54,1
500.0,1.0,500.0,1.0,0.0,20.0,5,1
800.0,6.0,1407.0,10.0,0.0,3.0,31,1
500.0,1.0,500.0,1.0,277.0,1.0,10,1
5250.0,11.0,5751.0,16.0,11050.0,9.0,26,1
250.0,1.0,245.0,1.0,28.0,0.0,10,1
300.0,1.0,286.0,1.0,73.0,4.0,16,1
1000.0,2.0,1000.0,2.0,1.0,12.0,29,1
3500.0,4.0,4002.0,7.0,6512.0,1.0,16,1
1500.0,2.0,1511.0,2.0,0.0,20.0,16,1
2200.0,4.0,2201.0,4.0,204.0,15.0,17,1
250.0,1.0,543.0,3.0,0.0,5.0,9,1
1500.0,3.0,2000.0,4.0,14.0,26.0,5,1
2200.0,4.0,2401.0,8.0,113.0,4.0,6,1
3200.0,11.0,3693.0,12.0,200.0,22.0,12,1
1000.0,2.0,1000.0,2.0,207.0,12.0,20,1
1000.0,2.0,1000.0,2.0,0.0,10.0,5,1
2500.0,3.0,2498.0,4.0,455.0,5.0,1,1
1100.0,1.0,1101.0,2.0,2440.0,4.0,16,1
700.0,5.0,696.0,5.0,255.0,1.0,11,1
1000.0,2.0,1000.0,2.0,0.0,1.0,11,1
1350.0,5.0,1349.0,6.0,456.0,1.0,7,1
700.0,2.0,686.0,4.0,0.0,7.0,14,1
600.0,3.0,600.0,3.0,748.0,2.0,11,1
3000.0,4.0,2997.0,4.0,434.0,57.0,12,1
500.0,1.0,1001.0,2.0,0.0,3.0,5,1
1250.0,2.0,1240.0,2.0,1862.0,5.0,13,1
2000.0,4.0,1999.0,5.0,1069.0,21.0,18,1
1500.0,3.0,1500.0,3.0,46.0,33.0,8,1
500.0,1.0,500.0,1.0,6.0,2.0,35,1
2200.0,3.0,2390.0,5.0,665.0,0.0,39,1
1000.0,4.0,984.0,5.0,1355.0,39.0,15,1
3500.0,5.0,3297.0,10.0,3037.0,1.0,2,1
5250.0,14.0,4851.0,21.0,4806.0,185.0,62,1
100.0,1.0,100.0,2.0,393.0,8.0,15,1
2000.0,2.0,2001.0,3.0,1423.0,1.0,2,1
200.0,2.0,200.0,2.0,174.0,0.0,7,1
1000.0,2.0,1000.0,2.0,0.0,37.0,6,1
1500.0,3.0,1500.0,3.0,12.0,61.0,32,1
2300.0,7.0,2995.0,11.0,9.0,751.0,2,1
7000.0,7.0,7011.0,10.0,14510.0,0.0,45,1
9900.0,22.0,9601.0,27.0,21023.0,1.0,59,1
500.0,1.0,490.0,1.0,1966.0,0.0,9,1
4000.0,8.0,4010.0,10.0,5622.0,13.0,4,1
200.0,1.0,184.0,1.0,0.0,5.0,13,1
500.0,1.0,500.0,1.0,34.0,23.0,11,1
500.0,1.0,490.0,1.0,527.0,0.0,26,1
500.0,1.0,500.0,1.0,0.0,30.0,6,1
16500.0,34.0,16537.0,37.0,0.0,9162.0,60,1
4600.0,10.0,4601.0,14.0,1021.0,111.0,27,1
2000.0,3.0,2030.0,8.0,768.0,1.0,19,1
3000.0,4.0,3007.0,5.0,1593.0,8.0,11,1
17650.0,30.0,16764.0,26.0,51987.0,7.0,50,1
3000.0,4.0,2250.0,4.0,120.0,6.0,2,1
1200.0,3.0,1183.0,3.0,45.0,1.0,14,1
500.0,2.0,488.0,3.0,373.0,3.0,3,1
5700.0,19.0,5701.0,20.0,15249.0,2.0,48,1
100.0,1.0,91.0,1.0,0.0,3.0,10,1
500.0,1.0,500.0,1.0,172.0,89.0,1,1
500.0,1.0,490.0,3.0,503.0,6.0,15,1
700.0,1.0,700.0,6.0,0.0,0.0,6,1
5250.0,10.0,5739.0,16.0,11604.0,13.0,15,1
3700.0,8.0,3702.0,9.0,5535.0,19.0,10,1
2500.0,4.0,2501.0,6.0,3467.0,4.0,12,1
500.0,1.0,200.0,1.0,0.0,24.0,10,1
1000.0,2.0,1000.0,2.0,0.0,15.0,15,1
1250.0,3.0,1231.0,3.0,511.0,34.0,18,1
400.0,2.0,399.0,3.0,0.0,6.0,18,1
1400.0,6.0,1798.0,14.0,1721.0,2.0,8,1
1200.0,2.0,1200.0,2.0,0.0,2.0,24,1
500.0,1.0,500.0,1.0,181.0,9.0,22,1
6000.0,12.0,5987.0,16.0,12440.0,2.0,38,1
7500.0,12.0,7498.0,16.0,0.0,1.0,20,1
16750.0,54.0,17144.0,55.0,17868.0,27.0,60,1
7700.0,25.0,9903.0,29.0,15862.0,2.0,40,1
1000.0,2.0,1000.0,2.0,92.0,8.0,6,1
1500.0,3.0,1499.0,3.0,0.0,2.0,15,1
500.0,1.0,500.0,1.0,25.0,12.0,19,1
500.0,1.0,500.0,1.0,1.0,13.0,13,1
700.0,2.0,700.0,2.0,7.0,313.0,2,1
7100.0,15.0,7600.0,15.0,62.0,28.0,44,1
1000.0,1.0,1010.0,2.0,74.0,2.0,6,1
2050.0,5.0,2050.0,8.0,0.0,136.0,25,1
3100.0,2.0,120.0,2.0,107.0,1.0,3,1
4000.0,8.0,3990.0,10.0,3960.0,2.0,15,1
6100.0,14.0,6099.0,12.0,747.0,56.0,34,1
2500.0,2.0,2495.0,2.0,1145.0,1.0,4,1
500.0,1.0,486.0,3.0,0.0,30.0,33,1
3800.0,9.0,3782.0,13.0,4092.0,19.0,37,1
6300.0,22.0,6585.0,24.0,7368.0,1.0,61,1
4450.0,25.0,4850.0,32.0,1435.0,0.0,15,1
500.0,1.0,500.0,2.0,107.0,9.0,13,1
200.0,1.0,200.0,1.0,90.0,7.0,12,1
1300.0,3.0,1301.0,3.0,1.0,8.0,18,1
500.0,1.0,491.0,2.0,992.0,8.0,14,1
3000.0,6.0,3000.0,6.0,668.0,8.0,16,1
2200.0,9.0,2314.0,11.0,3117.0,0.0,3,1
1250.0,2.0,1250.0,2.0,443.0,124.0,14,1
5000.0,9.0,6000.0,11.0,1.0,181.0,23,1
6750.0,15.0,8749.0,21.0,2071.0,44.0,13,1
7700.0,30.0,8500.0,36.0,2872.0,2.0,24,1
200.0,1.0,175.0,3.0,13.0,7.0,10,1
1500.0,2.0,1490.0,2.0,7155.0,2.0,16,1
1200.0,2.0,1181.0,3.0,209.0,1.0,9,1
3650.0,12.0,3850.0,12.0,1353.0,1.0,3,1
1750.0,3.0,2250.0,4.0,121.0,14.0,9,1
5700.0,11.0,5458.0,13.0,0.0,54.0,25,1
2100.0,6.0,2299.0,8.0,638.0,775.0,23,1
3500.0,7.0,3199.0,8.0,0.0,1.0,24,1
16000.0,17.0,17002.0,24.0,14729.0,18.0,20,1
2500.0,4.0,2499.0,5.0,2294.0,5.0,12,1
400.0,2.0,400.0,2.0,1062.0,8.0,23,1
4500.0,8.0,4500.0,9.0,270.0,6.0,26,1
500.0,2.0,950.0,5.0,292.0,7.0,30,1
3000.0,3.0,3000.0,3.0,14763.0,6.0,30,1
6600.0,12.0,6596.0,14.0,1276.0,6.0,60,1
250.0,1.0,251.0,2.0,5.0,30.0,11,1
2000.0,4.0,2503.0,7.0,4173.0,0.0,23,1
3500.0,6.0,3983.0,7.0,830.0,0.0,7,1
1300.0,3.0,1283.0,5.0,987.0,19.0,17,1
200.0,1.0,200.0,1.0,0.0,28.0,3,1
600.0,1.0,599.0,2.0,34.0,2.0,4,1
200.0,1.0,200.0,1.0,8.0,0.0,5,1
300.0,2.0,299.0,3.0,0.0,83.0,21,1
500.0,1.0,500.0,1.0,0.0,112.0,8,1
4950.0,20.0,5200.0,21.0,8801.0,457.0,24,1
1000.0,1.0,1002.0,2.0,1820.0,1.0,40,1
200.0,1.0,184.0,1.0,2.0,2.0,6,1
6100.0,12.0,5279.0,13.0,9688.0,11.0,22,1
1900.0,6.0,1899.0,15.0,533.0,11.0,19,1
450.0,3.0,449.0,6.0,334.0,7.0,24,1
500.0,1.0,500.0,1.0,297.0,9.0,9,1
1900.0,3.0,1696.0,3.0,1714.0,49.0,4,1
11600.0,33.0,11734.0,36.0,2380.0,1795.0,12,1
250.0,1.0,260.0,3.0,4.0,5.0,7,1
1500.0,3.0,1470.0,3.0,3563.0,4.0,19,1
2000.0,4.0,1991.0,4.0,0.0,12.0,13,1
500.0,1.0,490.0,1.0,1191.0,7.0,10,1
2500.0,6.0,3002.0,17.0,0.0,22.0,22,1
200.0,1.0,184.0,1.0,0.0,4.0,5,1
250.0,1.0,250.0,1.0,6.0,2.0,4,1
100.0,1.0,100.0,2.0,41.0,0.0,1,1
6100.0,17.0,6790.0,23.0,10772.0,0.0,54,1
750.0,5.0,1001.0,8.0,624.0,1.0,4,1
10500.0,18.0,10500.0,18.0,18799.0,1.0,30,1
700.0,5.0,716.0,6.0,123.0,130.0,5,1
1000.0,1.0,992.0,2.0,2797.0,17.0,15,1
2000.0,4.0,1991.0,4.0,0.0,0.0,29,1
600.0,5.0,582.0,5.0,1487.0,24.0,19,1
2400.0,4.0,2596.0,6.0,3887.0,0.0,1,1
4900.0,13.0,4888.0,15.0,4647.0,0.0,54,1
500.0,1.0,500.0,1.0,0.0,17.0,7,1
3000.0,12.0,3004.0,11.0,3134.0,13.0,2,1
500.0,1.0,499.0,4.0,672.0,3.0,7,1
4200.0,9.0,4199.0,11.0,6647.0,4.0,26,1
9300.0,10.0,9607.0,14.0,34237.0,19.0,22,1
1500.0,3.0,1500.0,3.0,3737.0,25.0,19,1
5050.0,11.0,5296.0,16.0,557.0,556.0,48,1
1000.0,1.0,1000.0,1.0,0.0,2.0,2,1
3000.0,4.0,3502.0,8.0,350.0,8.0,18,1
1000.0,2.0,992.0,2.0,0.0,7.0,5,1
2100.0,6.0,2419.0,9.0,5686.0,46.0,15,1
500.0,1.0,1167.0,4.0,384.0,0.0,10,1
1000.0,2.0,1000.0,2.0,0.0,0.0,10,1
3300.0,8.0,3402.0,16.0,6903.0,0.0,46,1
500.0,1.0,498.0,3.0,580.0,8.0,1,1
500.0,1.0,500.0,1.0,1909.0,1.0,11,1
3300.0,7.0,2000.0,4.0,0.0,3.0,29,1
1200.0,5.0,1100.0,5.0,214.0,6.0,4,1
37450.0,66.0,35091.0,70.0,1346.0,9.0,62,1
4000.0,6.0,4988.0,7.0,5269.0,20.0,17,1
1000.0,2.0,1000.0,5.0,3.0,20.0,8,1
5050.0,10.0,5242.0,14.0,3054.0,3.0,22,1
2700.0,11.0,2711.0,13.0,2969.0,0.0,17,1
4050.0,15.0,4050.0,15.0,3194.0,1.0,32,1
1200.0,4.0,1190.0,4.0,664.0,29.0,3,1
6000.0,6.0,5531.0,21.0,367.0,22.0,47,1
800.0,4.0,796.0,4.0,0.0,120.0,34,1
1700.0,4.0,1688.0,7.0,0.0,0.0,42,1
5350.0,14.0,5529.0,15.0,7457.0,2.0,6,1
3500.0,7.0,3500.0,7.0,350.0,6.0,4,1
3500.0,3.0,3200.0,7.0,668.0,1.0,9,1
500.0,2.0,500.0,2.0,1164.0,1.0,19,1
1700.0,1.0,1699.0,2.0,1455.0,8.0,3,1
1000.0,2.0,991.0,2.0,26.0,32.0,28,1
1500.0,3.0,1498.0,3.0,0.0,55.0,38,1
7000.0,3.0,7001.0,4.0,14691.0,53.0,3,1
300.0,3.0,300.0,3.0,319.0,1.0,15,1
750.0,2.0,720.0,5.0,1.0,1.0,24,1
500.0,1.0,500.0,1.0,8.0,53.0,5,1
1000.0,2.0,992.0,2.0,501.0,32.0,28,1
7500.0,44.0,7779.0,46.0,9705.0,1112.0,44,1
2500.0,5.0,2484.0,8.0,4749.0,0.0,13,1
16100.0,49.0,17405.0,58.0,21571.0,429.0,60,1
500.0,1.0,500.0,1.0,406.0,2.0,9,1
1100.0,2.0,1092.0,3.0,1687.0,3.0,19,1
2900.0,7.0,2899.0,6.0,51.0,33.0,5,1
12100.0,11.0,11768.0,13.0,63.0,7.0,16,1
3100.0,3.0,3100.0,6.0,7819.0,14.0,54,1
1750.0,4.0,1647.0,6.0,1034.0,8.0,13,1
4500.0,8.0,4510.0,10.0,8367.0,2.0,16,1
8600.0,11.0,9600.0,12.0,25288.0,3.0,59,1
100.0,1.0,109.0,2.0,189.0,4.0,3,1
800.0,3.0,785.0,3.0,1.0,2.0,7,1
5600.0,30.0,6112.0,33.0,4874.0,4.0,20,1
1000.0,1.0,989.0,2.0,37.0,34.0,25,1
1000.0,1.0,992.0,2.0,2223.0,12.0,15,1
5000.0,1.0,5000.0,1.0,1501.0,42.0,7,1
600.0,6.0,700.0,7.0,1104.0,2.0,15,1
10000.0,2.0,6513.0,12.0,1661.0,283.0,55,1
900.0,8.0,1000.0,9.0,685.0,1.0,19,1
2000.0,2.0,1980.0,2.0,809.0,0.0,32,1
500.0,1.0,490.0,1.0,756.0,0.0,3,1
1850.0,6.0,1851.0,8.0,1867.0,2.0,4,1
1000.0,3.0,1009.0,6.0,748.0,0.0,16,1
1900.0,7.0,1852.0,8.0,0.0,99.0,23,1
1750.0,4.0,1750.0,5.0,0.0,7.0,21,1
2100.0,10.0,2319.0,12.0,1.0,3.0,27,1
500.0,1.0,491.0,1.0,116.0,4.0,3,1
250.0,1.0,250.0,1.0,2.0,43.0,9,1
5500.0,7.0,5510.0,12.0,8923.0,1.0,45,1
1000.0,2.0,651.0,2.0,1889.0,0.0,17,1
1500.0,1.0,1500.0,1.0,1.0,8.0,43,1
3000.0,6.0,3202.0,13.0,0.0,550.0,27,1
100.0,1.0,52.0,1.0,2.0,6.0,16,1
2950.0,5.0,2952.0,8.0,4036.0,1.0,19,1
3100.0,5.0,3099.0,7.0,4261.0,60.0,3,1
15100.0,32.0,15596.0,38.0,20397.0,17.0,51,1
3500.0,4.0,3498.0,4.0,502.0,84.0,7,1
1100.0,3.0,1084.0,4.0,2968.0,23.0,13,1
500.0,1.0,500.0,1.0,0.0,8.0,13,1
22500.0,33.0,22983.0,35.0,14633.0,3255.0,52,1
1850.0,5.0,2038.0,9.0,987.0,0.0,12,1
1500.0,4.0,1487.0,6.0,0.0,117.0,26,1
1000.0,1.0,1000.0,1.0,0.0,3.0,5,1
1250.0,7.0,1224.0,8.0,2.0,0.0,17,1
1000.0,2.0,1000.0,2.0,36.0,11.0,6,1
2500.0,5.0,2510.0,6.0,1347.0,5.0,12,1
250.0,1.0,243.0,3.0,18.0,9.0,15,1
2300.0,6.0,2230.0,7.0,0.0,1354.0,12,1
1500.0,2.0,1500.0,2.0,0.0,2.0,10,1
1000.0,2.0,1000.0,2.0,0.0,9.0,1,1
1900.0,7.0,2199.0,11.0,250.0,673.0,24,1
8450.0,13.0,9337.0,21.0,5076.0,7.0,60,1
39000.0,74.0,41196.0,69.0,12427.0,88.0,62,1
500.0,1.0,499.0,2.0,1105.0,5.0,21,1
2600.0,5.0,2577.0,7.0,1910.0,82.0,30,1
600.0,2.0,599.0,3.0,1.0,6.0,19,1
500.0,1.0,490.0,1.0,368.0,27.0,27,1
1500.0,6.0,1500.0,6.0,1333.0,94.0,22,1
3500.0,6.0,3500.0,6.0,3.0,7.0,13,1
6500.0,11.0,6509.0,15.0,13260.0,0.0,53,1
2100.0,7.0,3051.0,10.0,15.0,6545.0,25,1
1500.0,2.0,2500.0,3.0,10155.0,77.0,17,1
1000.0,2.0,991.0,13.0,1026.0,8.0,23,1
300.0,2.0,301.0,5.0,0.0,1.0,3,1
26700.0,33.0,31890.0,47.0,46337.0,71.0,62,1
3500.0,3.0,3500.0,3.0,1391.0,12.0,12,1
1500.0,7.0,1514.0,8.0,0.0,71.0,1,1
4700.0,8.0,4908.0,11.0,3780.0,26.0,4,1
3500.0,5.0,3620.0,10.0,78.0,0.0,13,1
600.0,4.0,591.0,5.0,375.0,0.0,9,1
1500.0,3.0,1490.0,4.0,353.0,356.0,11,1
2500.0,5.0,2590.0,6.0,0.0,187.0,32,1
200.0,1.0,200.0,1.0,0.0,1.0,3,1
1550.0,10.0,1550.0,10.0,1369.0,0.0,12,1
4200.0,17.0,4400.0,20.0,5889.0,0.0,38,1
2550.0,11.0,2549.0,18.0,1178.0,12.0,42,1
1000.0,1.0,1000.0,1.0,872.0,15.0,5,1
9200.0,19.0,9199.0,22.0,0.0,285.0,62,1
5650.0,19.0,6150.0,22.0,2861.0,259.0,27,1
2500.0,3.0,2501.0,5.0,2844.0,19.0,9,1
500.0,1.0,500.0,1.0,0.0,4.0,15,1
1500.0,7.0,1483.0,9.0,1240.0,11.0,2,1
1000.0,1.0,1000.0,1.0,131.0,1.0,3,1
2500.0,7.0,2705.0,12.0,198.0,7.0,26,1
7150.0,14.0,8132.0,16.0,0.0,65.0,32,1
3000.0,5.0,2998.0,8.0,3.0,1293.0,22,1
2000.0,3.0,1980.0,4.0,4075.0,3.0,12,1
3250.0,9.0,2746.0,12.0,1446.0,3.0,37,1
500.0,2.0,500.0,2.0,259.0,51.0,21,1
1500.0,3.0,1500.0,3.0,0.0,34.0,9,1
500.0,1.0,500.0,1.0,78.0,2.0,8,1
1500.0,2.0,1499.0,2.0,1763.0,5.0,32,1
5000.0,10.0,4430.0,10.0,10966.0,15.0,36,1
1800.0,7.0,1800.0,7.0,0.0,89.0,6,1
3400.0,8.0,3299.0,14.0,0.0,3.0,41,1
500.0,1.0,500.0,1.0,0.0,8.0,3,1
550.0,2.0,702.0,3.0,249.0,0.0,7,1
4700.0,16.0,5359.0,20.0,0.0,107.0,36,1
3000.0,5.0,3204.0,6.0,3517.0,1.0,3,1
750.0,2.0,744.0,2.0,0.0,45.0,4,1
1000.0,2.0,1000.0,2.0,103.0,44.0,22,1
1000.0,1.0,990.0,1.0,2038.0,0.0,20,1
1600.0,2.0,1601.0,3.0,1871.0,4.0,51,1
4100.0,10.0,4308.0,14.0,1146.0,306.0,40,1
1800.0,9.0,2001.0,11.0,0.0,519.0,35,1
7000.0,6.0,7000.0,6.0,2834.0,13.0,1,1
2500.0,4.0,2500.0,4.0,479.0,123.0,9,1
7600.0,6.0,8092.0,7.0,16634.0,53.0,30,1
8750.0,17.0,8750.0,17.0,361.0,316.0,39,1
2900.0,6.0,3398.0,8.0,4306.0,2.0,6,1
1550.0,5.0,1539.0,5.0,0.0,21.0,1,1
1500.0,2.0,1498.0,2.0,966.0,2.0,1,1
1000.0,2.0,1000.0,3.0,1367.0,0.0,50,1
2200.0,3.0,1706.0,4.0,2473.0,3.0,7,1
1000.0,1.0,999.0,2.0,592.0,0.0,31,1
200.0,1.0,201.0,1.0,129.0,2.0,3,1
4000.0,5.0,3975.0,5.0,9013.0,1.0,34,1
1400.0,3.0,2221.0,3.0,29.0,11.0,2,1
4300.0,12.0,4484.0,22.0,3484.0,310.0,47,1
1200.0,2.0,1190.0,2.0,3342.0,18.0,25,1
2500.0,5.0,2450.0,5.0,7101.0,13.0,24,1
200.0,2.0,164.0,2.0,1023.0,4.0,12,1
500.0,1.0,964.0,4.0,189.0,3.0,15,1
500.0,1.0,500.0,1.0,1024.0,70.0,6,1
5200.0,10.0,5199.0,21.0,1784.0,1.0,29,1
3100.0,9.0,3210.0,10.0,2701.0,157.0,10,1
1000.0,2.0,990.0,1.0,2115.0,7.0,35,1
550.0,5.0,548.0,8.0,0.0,1.0,21,1
750.0,2.0,1019.0,3.0,1085.0,4.0,1,1
2000.0,4.0,2028.0,4.0,1019.0,20.0,2,1
1000.0,3.0,992.0,3.0,1023.0,8.0,9,1
500.0,1.0,490.0,1.0,280.0,27.0,7,1
500.0,1.0,184.0,1.0,0.0,0.0,11,1
1850.0,4.0,1843.0,8.0,2032.0,8.0,24,1
14000.0,21.0,17486.0,28.0,17277.0,119.0,21,1
1300.0,3.0,1294.0,4.0,0.0,9.0,9,1
4900.0,15.0,5890.0,18.0,3761.0,22.0,43,1
100.0,1.0,82.0,1.0,0.0,1.0,5,1
200.0,1.0,200.0,1.0,0.0,31.0,15,1
4300.0,10.0,4498.0,17.0,1.0,117.0,17,1
100.0,1.0,100.0,1.0,147.0,0.0,8,1
2650.0,4.0,2850.0,9.0,3682.0,0.0,1,1
1500.0,6.0,1709.0,7.0,3011.0,3.0,6,1
4000.0,4.0,4000.0,6.0,6584.0,0.0,37,1
1000.0,1.0,1000.0,1.0,1740.0,3.0,20,1
500.0,1.0,500.0,1.0,1134.0,137.0,7,1
500.0,3.0,519.0,5.0,0.0,0.0,1,1
1000.0,1.0,994.0,2.0,103.0,0.0,10,1
10000.0,1.0,6077.0,2.0,361.0,0.0,14,1
100.0,1.0,110.0,2.0,1079.0,28.0,16,1
2200.0,5.0,2180.0,6.0,7475.0,6.0,28,1
10100.0,22.0,10101.0,27.0,10934.0,149.0,59,1
1500.0,3.0,1991.0,6.0,3970.0,21.0,35,1
1000.0,1.0,1980.0,2.0,3443.0,8.0,25,1
4500.0,3.0,4501.0,4.0,1631.0,442.0,25,1
500.0,1.0,492.0,2.0,2047.0,26.0,11,1
2200.0,5.0,2200.0,5.0,1096.0,104.0,19,1
500.0,1.0,491.0,2.0,3.0,0.0,7,1
1300.0,3.0,1300.0,3.0,2305.0,0.0,19,1
1000.0,1.0,1000.0,1.0,7.0,0.0,1,1
13200.0,26.0,14200.0,28.0,0.0,1043.0,44,1
600.0,2.0,584.0,3.0,744.0,15.0,12,1
1000.0,2.0,986.0,4.0,166.0,0.0,3,1
400.0,2.0,202.0,2.0,0.0,17.0,9,1
20500.0,7.0,19505.0,10.0,14807.0,409.0,62,1
500.0,1.0,490.0,1.0,1022.0,6.0,17,1
4000.0,8.0,4000.0,8.0,0.0,126.0,26,1
900.0,3.0,1100.0,4.0,0.0,46.0,7,1
1100.0,3.0,1101.0,6.0,1168.0,1.0,12,1
300.0,3.0,300.0,3.0,1324.0,6.0,10,1
2500.0,4.0,2499.0,7.0,1375.0,10.0,38,1
1500.0,3.0,1490.0,4.0,5115.0,1.0,16,1
4500.0,5.0,4500.0,7.0,7056.0,0.0,25,1
6650.0,13.0,7148.0,19.0,651.0,223.0,35,1
500.0,1.0,500.0,1.0,0.0,2.0,35,1
700.0,2.0,713.0,2.0,991.0,10.0,7,1
1000.0,2.0,983.0,2.0,0.0,11.0,27,1
750.0,4.0,752.0,5.0,425.0,1.0,3,1
9500.0,10.0,9502.0,11.0,31656.0,2.0,33,1
1250.0,4.0,1250.0,4.0,6267.0,9.0,12,1
1700.0,4.0,1699.0,8.0,1965.0,1.0,18,1
3300.0,9.0,3298.0,10.0,0.0,161.0,38,1
1500.0,3.0,1500.0,3.0,0.0,44.0,21,1
950.0,2.0,970.0,3.0,30.0,1.0,10,1
800.0,3.0,814.0,4.0,18.0,194.0,1,1
2000.0,3.0,2000.0,4.0,0.0,601.0,13,1
300.0,2.0,288.0,3.0,114.0,7.0,19,1
3400.0,7.0,3364.0,7.0,6812.0,0.0,29,1
1500.0,2.0,1500.0,4.0,216.0,71.0,3,1
1300.0,3.0,2601.0,7.0,1937.0,0.0,48,1
3000.0,5.0,2826.0,10.0,408.0,5.0,10,1
2500.0,5.0,2989.0,9.0,1141.0,0.0,38,1
1000.0,1.0,920.0,1.0,5.0,6.0,4,1
1000.0,2.0,999.0,2.0,0.0,0.0,6,1
1750.0,7.0,1752.0,8.0,38.0,0.0,21,1
1000.0,2.0,490.0,1.0,61.0,0.0,2,1
200.0,1.0,200.0,1.0,1024.0,111.0,22,1
900.0,2.0,852.0,4.0,2555.0,0.0,7,1
500.0,1.0,500.0,1.0,0.0,0.0,6,1
1000.0,1.0,1000.0,1.0,22.0,17.0,4,1
9000.0,9.0,8990.0,12.0,18306.0,3.0,61,1
700.0,3.0,982.0,5.0,482.0,9.0,17,1
5400.0,21.0,5600.0,24.0,1.0,1435.0,49,1
200.0,1.0,184.0,1.0,134.0,4.0,9,1
1500.0,3.0,1510.0,3.0,3497.0,4.0,2,1
2500.0,5.0,2500.0,5.0,0.0,4.0,9,1
1500.0,3.0,1500.0,3.0,1652.0,7.0,19,1
6700.0,8.0,6700.0,16.0,8497.0,10.0,40,1
200.0,2.0,185.0,2.0,3.0,3.0,24,1
3900.0,13.0,4096.0,21.0,85.0,7.0,23,1
1400.0,4.0,1392.0,4.0,0.0,11.0,23,1
3500.0,7.0,3482.0,8.0,744.0,0.0,14,1
3600.0,8.0,3599.0,8.0,0.0,8.0,8,1
1500.0,1.0,1500.0,1.0,1023.0,5.0,10,1
1000.0,2.0,500.0,1.0,0.0,4.0,14,1
1000.0,1.0,993.0,2.0,694.0,0.0,1,1
900.0,2.0,904.0,2.0,0.0,5.0,50,1
2000.0,9.0,2082.0,10.0,2083.0,65.0,14,1
3100.0,4.0,3088.0,6.0,5950.0,4.0,30,1
1600.0,14.0,1598.0,14.0,1204.0,0.0,25,1
200.0,1.0,184.0,2.0,58.0,2.0,20,1
3000.0,6.0,2969.0,23.0,51.0,4.0,36,1
3350.0,10.0,3306.0,12.0,38.0,39.0,50,1
2200.0,3.0,2198.0,4.0,4035.0,0.0,24,1
5500.0,7.0,5500.0,11.0,0.0,4.0,9,1
10850.0,43.0,11912.0,46.0,69584.0,7.0,49,1
2500.0,4.0,3000.0,6.0,31.0,42.0,5,1
2100.0,4.0,3101.0,6.0,3033.0,2.0,10,1
250.0,1.0,249.0,2.0,0.0,1.0,22,1
7100.0,16.0,7097.0,19.0,11837.0,8.0,62,1
7500.0,2.0,7492.0,75.0,70.0,3.0,54,1
2750.0,14.0,2845.0,17.0,1361.0,7.0,20,1
